username,password,gross_monthly_income,total_monthly_debt_payments,total_credit_limit,credit_history_length_months,new_credit_inquiries_last_6m,late_payment_count,transaction_id,transaction_date,transaction_amount,transaction_category,score_of_last_month,score_of_2_months_ago,score_of_3_months_ago,score_of_4_months_ago,score_of_5_months_ago,score_of_6_months_ago,score_of_7_months_ago,score_of_8_months_ago
ethan_h,password,7000,2500,20000,96,0,0,11007,2025-08-12T14:00:00Z,-150.00,Utilities,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11008,2025-08-15T09:00:00Z,3500.00,Income,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11009,2025-08-15T20:00:00Z,-80.00,Entertainment,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11010,2025-08-18T16:00:00Z,-150.00,Shopping,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11011,2025-08-20T17:00:00Z,-500.00,Credit Card Payment,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11012,2025-08-22T13:00:00Z,-180.50,Groceries,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11013,2025-08-25T08:30:00Z,-60.00,Transport,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11014,2025-08-28T19:00:00Z,-90.00,Dining,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11015,2025-08-30T18:00:00Z,-250.00,Travel,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11016,2025-09-01T09:00:00Z,3500.00,Income,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11017,2025-09-01T10:00:00Z,-1600.00,Rent,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11018,2025-09-03T12:00:00Z,-400.00,Auto Loan,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11019,2025-09-05T11:00:00Z,-210.00,Groceries,760,755,750,745,740,735,730,725
ethan_h,password,7000,2500,20000,96,0,0,11020,2025-09-08T17:00:00Z,-155.00,Utilities,760,755,750,745,740,735,730,725
chloe_b,password,3500,1200,8000,48,2,1,12001,2025-08-01T09:00:00Z,1200.00,Income,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12002,2025-08-02T10:00:00Z,-800.00,Rent,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12003,2025-08-04T12:00:00Z,-200.00,Student Loan,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12004,2025-08-06T18:00:00Z,-50.00,Dining,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12005,2025-08-09T11:00:00Z,-90.00,Groceries,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12006,2025-08-11T08:00:00Z,-40.00,Transport,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12007,2025-08-13T14:00:00Z,-80.00,Utilities,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12008,2025-08-15T09:00:00Z,2300.00,Income,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12009,2025-08-17T20:00:00Z,-30.00,Entertainment,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12010,2025-08-20T16:00:00Z,-70.00,Shopping,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12011,2025-08-22T17:00:00Z,-200.00,Credit Card Payment,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12012,2025-08-24T13:00:00Z,-100.50,Groceries,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12013,2025-08-26T08:30:00Z,-40.00,Transport,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12014,2025-08-29T19:00:00Z,-40.00,Dining,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12015,2025-09-01T09:00:00Z,1200.00,Income,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12016,2025-09-02T10:00:00Z,-800.00,Rent,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12017,2025-09-04T12:00:00Z,-200.00,Student Loan,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12018,2025-09-07T11:00:00Z,-110.00,Groceries,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12019,2025-09-10T17:00:00Z,-85.00,Utilities,695,690,688,685,680,678,675,670
chloe_b,password,3500,1200,8000,48,2,1,12020,2025-09-12T20:00:00Z,-20.00,Entertainment,695,690,688,685,680,678,675,670
